	assay_description	canonical_smiles	document_journal	document_year	molecule_chembl_id	relation	standard_relation	standard_type	standard_units	standard_value	type	units	value
94	Binding affinity for progesterone 6-beta-hydroxylase of hepatic microsomes	Nc1ccc(SC[C@H]2CO[C@@](CCc3ccc(Cl)cc3)(Cn3ccnc3)O2)cc1	J. Med. Chem.	1993.0	CHEMBL305220	=	=	Ki	nM	33.0	Ki	nM	33.0
95	Binding affinity for progesterone 6-beta-hydroxylase of hepatic microsomes	Nc1ccc(SC[C@@H]2CO[C@](CCc3ccc(Cl)cc3)(Cn3ccnc3)O2)cc1	J. Med. Chem.	1993.0	CHEMBL70611	=	=	Ki	nM	28.0	Ki	nM	28.0
96	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1ccc(-n2ccnc2)cc1	J. Med. Chem.	2003.0	CHEMBL112532	=	=	IC50	nM	348.0	IC50	nM	348.0
97	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1ccc(-c2cccnc2)cc1	J. Med. Chem.	2003.0	CHEMBL151646	=	=	IC50	nM	29300.0	IC50	nM	29300.0
98	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1ccc(-c2cc(C)no2)cc1	J. Med. Chem.	2003.0	CHEMBL422858	>	>	IC50	nM	100000.0	IC50	nM	100000.0
99	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1ccc(-c2[nH]ncc2C)cc1	J. Med. Chem.	2003.0	CHEMBL434317	=	=	IC50	nM	26800.0	IC50	nM	26800.0
100	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1ccc(-c2ccno2)cc1	J. Med. Chem.	2003.0	CHEMBL150681	>	>	IC50	nM	100000.0	IC50	nM	100000.0
101	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1cccc(-c2ccno2)c1	J. Med. Chem.	2003.0	CHEMBL151449	>	>	IC50	nM	100000.0	IC50	nM	100000.0
102	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1ccc(-n2cncn2)cc1	J. Med. Chem.	2003.0	CHEMBL345544	>	>	IC50	nM	100000.0	IC50	nM	100000.0
103	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1ccc(-c2cc[nH]c2)cc1	J. Med. Chem.	2003.0	CHEMBL359116	=	=	IC50	nM	7520.0	IC50	nM	7520.0
104	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1ccc(-c2cc[n+](C)[nH]2)cc1	J. Med. Chem.	2003.0	CHEMBL347303	>	>	IC50	nM	100000.0	IC50	nM	100000.0
105	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1ccc(-c2ccncc2)cc1	J. Med. Chem.	2003.0	CHEMBL151280	=	=	IC50	nM	51100.0	IC50	nM	51100.0
106	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1ccccc1-c1ccno1	J. Med. Chem.	2003.0	CHEMBL150799	>	>	IC50	nM	100000.0	IC50	nM	100000.0
107	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1ccc(-n2ccnc2C)cc1	J. Med. Chem.	2003.0	CHEMBL358214	=	=	IC50	nM	50900.0	IC50	nM	50900.0
108	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1ccc(-c2ccnn2C)cc1	J. Med. Chem.	2003.0	CHEMBL151037	=	=	IC50	nM	93800.0	IC50	nM	93800.0
109	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1ccc(N/C=N\O)cc1	J. Med. Chem.	2003.0	CHEMBL348263	>	>	IC50	nM	100000.0	IC50	nM	100000.0
110	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1ccc(-c2cnccn2)cc1	J. Med. Chem.	2003.0	CHEMBL150146	>	>	IC50	nM	100000.0	IC50	nM	100000.0
111	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1ccc(-c2ccns2)cc1	J. Med. Chem.	2003.0	CHEMBL151354	=	=	IC50	nM	22900.0	IC50	nM	22900.0
112	In vitro inhibition of Cytochrome P450 3A4	O=C(NCC(F)(F)F)[C@@H]1CN(Cc2ccn(-c3ccccc3)c2)CCN1C[C@@H](O)C[C@@H](Cc1cccnc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O	Bioorg. Med. Chem. Lett.	2003.0	CHEMBL341089	=	=	IC50	nM	400.0	IC50	uM	0.4
113	In vitro inhibition of Cytochrome P450 3A4	O=C(NCC(F)(F)F)[C@@H]1CN(Cc2ccn(-c3cccc(Cl)c3)c2)CCN1C[C@@H](O)C[C@@H](Cc1cccnc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O	Bioorg. Med. Chem. Lett.	2003.0	CHEMBL276081	=	=	IC50	nM	80.0	IC50	uM	0.08
114	Inhibition of Cytochrome P450 3A4; not tested	COc1ccc(-c2ccno2)cc1	J. Med. Chem.	2003.0	CHEMBL347302			IC50	nM		IC50	nM	
115	In vitro inhibition of Cytochrome P450 3A4	O=C(NCC(F)(F)F)[C@@H]1CN(Cc2ccn(-c3ccc(F)c(F)c3F)c2)CCN1C[C@@H](O)C[C@@H](Cc1cccnc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O	Bioorg. Med. Chem. Lett.	2003.0	CHEMBL334379	=	=	IC50	nM	50.0	IC50	uM	0.05
116	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1ccc(-c2cnco2)cc1	J. Med. Chem.	2003.0	CHEMBL358216	=	=	IC50	nM	58100.0	IC50	nM	58100.0
117	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1ccc(-c2ccon2)cc1	J. Med. Chem.	2003.0	CHEMBL433737	>	>	IC50	nM	100000.0	IC50	nM	100000.0
118	Inhibition of Cytochrome P450 3A4; not tested	CCCCOc1ccc(-c2cocn2)cc1	J. Med. Chem.	2003.0	CHEMBL151096			IC50	nM		IC50	nM	
119	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1ccc(-c2nn[nH]n2)cc1	J. Med. Chem.	2003.0	CHEMBL150278	>	>	IC50	nM	100000.0	IC50	nM	100000.0
120	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1ccc(-c2ccncn2)cc1	J. Med. Chem.	2003.0	CHEMBL151974	>	>	IC50	nM	100000.0	IC50	nM	100000.0
121	In vitro inhibition of Cytochrome P450 3A4	O=C(NCC(F)(F)F)[C@@H]1CN(Cc2ccn(-c3ccc(Cl)cc3)c2)CCN1C[C@@H](O)C[C@@H](Cc1cccnc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O	Bioorg. Med. Chem. Lett.	2003.0	CHEMBL127589	=	=	IC50	nM	50.0	IC50	uM	0.05
122	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1ccc(-c2cc[nH]n2)cc1	J. Med. Chem.	2003.0	CHEMBL149750	=	=	IC50	nM	70600.0	IC50	nM	70600.0
123	Inhibition of Cytochrome P450 3A4; not tested	c1ccc(-c2ccno2)cc1	J. Med. Chem.	2003.0	CHEMBL81948			IC50	nM		IC50	nM	
124	In vitro inhibition of Cytochrome P450 3A4	CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O	Bioorg. Med. Chem. Lett.	2003.0	CHEMBL115	=	=	IC50	nM	150.0	IC50	uM	0.15
125	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1ccc(-n2cncc2C)cc1	J. Med. Chem.	2003.0	CHEMBL358880	=	=	IC50	nM	116.0	IC50	nM	116.0
126	Concentration required to inhibit cytochrome P450 3A4.	CCCCc1ccc(/N=C/NO)c(C)c1	J. Med. Chem.	2003.0	CHEMBL267865	=	=	IC50	nM	65400.0	IC50	nM	65400.0
127	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1ccc(-c2cc(C)[nH]n2)cc1	J. Med. Chem.	2003.0	CHEMBL356594	>	>	IC50	nM	100000.0	IC50	nM	100000.0
128	In vitro inhibition of Cytochrome P450 3A4	O=C(NCC(F)(F)F)[C@@H]1CN(Cc2ccc(-c3ccccc3)o2)CCN1C[C@@H](O)C[C@@H](Cc1cccnc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O	Bioorg. Med. Chem. Lett.	2003.0	CHEMBL444533	=	=	IC50	nM	430.0	IC50	uM	0.43
129	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1ccc(-c2ccccn2)cc1	J. Med. Chem.	2003.0	CHEMBL150653	>	>	IC50	nM	100000.0	IC50	nM	100000.0
130	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1ccc(-c2c[nH]cn2)cc1	J. Med. Chem.	2003.0	CHEMBL151170	=	=	IC50	nM	883.0	IC50	nM	883.0
131	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1ccc(-c2ncc[nH]2)cc1	J. Med. Chem.	2003.0	CHEMBL150999	=	=	IC50	nM	44300.0	IC50	nM	44300.0
132	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1ccc(-c2oncc2C)cc1	J. Med. Chem.	2003.0	CHEMBL151038	>	>	IC50	nM	100000.0	IC50	nM	100000.0
133	Concentration required to inhibit cytochrome P450 3A4.	CCCCOc1ccc(-n2cnc(C)c2)cc1	J. Med. Chem.	2003.0	CHEMBL151207	=	=	IC50	nM	9170.0	IC50	nM	9170.0
134	Inhibition of human Cytochrome P450 3A4	O=C1c2ccccc2CCCN1CCN1CCC(n2c(O)nc3cc(F)ccc32)CC1	Bioorg. Med. Chem. Lett.	2003.0	CHEMBL273921	>	>	IC50	nM	100000.0	IC50	uM	100.0
135	Antiviral activity as inhibition of human liver microsomal Cytochrome P450 3A4	CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1	Bioorg. Med. Chem. Lett.	1998.0	CHEMBL163	=	=	IC50	nM	250.0	IC50	uM	0.25
136	Antiviral activity as inhibition of human liver microsomal Cytochrome P450 3A4	COc1ccc(CN2CCN(C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)[C@@H](NC(=O)OCc3csc(C)n3)C(C)C)[C@H](C(=O)NC(C)(C)C)C2)cc1OC	Bioorg. Med. Chem. Lett.	1998.0	CHEMBL442398	=	=	IC50	nM	120000.0	IC50	uM	120.0
137	Antiviral activity as inhibition of human liver microsomal Cytochrome P450 3A4	CCc1ncc(COC(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3ccc(OC)c(OC)c3)C[C@H]2C(=O)NC(C)(C)C)C(C)C)s1	Bioorg. Med. Chem. Lett.	1998.0	CHEMBL331186	=	=	IC50	nM	35000.0	IC50	uM	35.0
138	Antiviral activity as inhibition of human liver microsomal Cytochrome P450 3A4	CC(C)c1nc(COC(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3cccnc3)C[C@H]2C(=O)NC(C)(C)C)C(C)C)cs1	Bioorg. Med. Chem. Lett.	1998.0	CHEMBL324033	=	=	IC50	nM	2300.0	IC50	uM	2.3
139	Antiviral activity as inhibition of human liver microsomal Cytochrome P450 3A4	CC(C)c1nc(COC(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3ccc4c(c3)OCO4)C[C@H]2C(=O)NC(C)(C)C)C(C)C)cs1	Bioorg. Med. Chem. Lett.	1998.0	CHEMBL116772	=	=	IC50	nM	9600.0	IC50	uM	9.6
140	Antiviral activity as inhibition of human liver microsomal Cytochrome P450 3A4	CC(C)c1nc(COC(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3cncs3)C[C@H]2C(=O)NC(C)(C)C)C(C)C)cs1	Bioorg. Med. Chem. Lett.	1998.0	CHEMBL263179	=	=	IC50	nM	15000.0	IC50	uM	15.0
141	Antiviral activity as inhibition of human liver microsomal Cytochrome P450 3A4	CC(C)c1nc(COC(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3cccc4c3COC4)C[C@H]2C(=O)NC(C)(C)C)C(C)C)cs1	Bioorg. Med. Chem. Lett.	1998.0	CHEMBL3706711	=	=	IC50	nM	12000.0	IC50	uM	12.0
142	Inhibition of cytochrome P450 3A4	CC(C)(c1cc2cnccc2o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1	Bioorg. Med. Chem. Lett.	2002.0	CHEMBL79236			IC50	nM	30.0	IC50	uM	0.03
143	Inhibition of cytochrome P450 3A4	CN(C)CCCN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1	Bioorg. Med. Chem. Lett.	2002.0	CHEMBL87355	=	=	IC50	nM	17000.0	IC50	uM	17.0
144	Inhibition of cytochrome P450 3A4	CCN(CC)CCCN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1	Bioorg. Med. Chem. Lett.	2002.0	CHEMBL315766	=	=	IC50	nM	2000.0	IC50	uM	2.0
145	Inhibition of cytochrome P450 3A4	CN(C)C(=O)CN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1	Bioorg. Med. Chem. Lett.	2002.0	CHEMBL85080	>	>	IC50	nM	500.0	IC50	uM	0.5
146	Inhibition of cytochrome P450 3A4	Cn1cc(Cc2cn(CC(=O)N(CC(=O)O)Cc3ccc(-c4ccc(C(F)(F)F)cc4)cc3)c(SCc3ccc(F)cc3)nc2=O)cn1	Bioorg. Med. Chem. Lett.	2002.0	CHEMBL89750	=	=	IC50	nM	31000.0	IC50	uM	31.0
147	Inhibition of cytochrome P450 3A4	CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1	Bioorg. Med. Chem. Lett.	2002.0	CHEMBL10921	=	=	IC50	nM	10000.0	IC50	uM	10.0
148	Inhibition of cytochrome P450 3A4	COc1ncc(Cc2cn(CC(=O)N(CC(=O)N(C)C)Cc3ccc(-c4ccc(Cl)cc4)cc3)c(SCc3ccc(F)cc3)nc2=O)cn1	Bioorg. Med. Chem. Lett.	2002.0	CHEMBL84894	<	<	IC50	nM	500.0	IC50	uM	0.5
149	Inhibition of cytochrome P450 3A4	Cn1cc(Cc2cn(CC(=O)N(CCN)Cc3ccc(-c4ccc(Cl)cc4)cc3)c(SCc3ccc(F)cc3)nc2=O)cn1	Bioorg. Med. Chem. Lett.	2002.0	CHEMBL87071	=	=	IC50	nM	15000.0	IC50	uM	15.0
150	Inhibition of cytochrome P450 3A4	Cn1cc(Cc2cn(CC(=O)N(CCO)Cc3ccc(-c4ccc(Cl)cc4)cc3)c(SCc3ccc(F)cc3)nc2=O)cn1	Bioorg. Med. Chem. Lett.	2002.0	CHEMBL276856	=	=	IC50	nM	19000.0	IC50	uM	19.0
151	Inhibition of cytochrome P450 3A4	CN(C)CCN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1	Bioorg. Med. Chem. Lett.	2002.0	CHEMBL415274	=	=	IC50	nM	8000.0	IC50	uM	8.0
152	Inhibition of cytochrome P450 3A4	CN1CCN(CCCN(Cc2ccc(-c3ccc(Cl)cc3)cc2)C(=O)Cn2cc(Cc3cnn(C)c3)c(=O)nc2SCc2ccc(F)cc2)CC1	Bioorg. Med. Chem. Lett.	2002.0	CHEMBL327705	=	=	IC50	nM	10000.0	IC50	uM	10.0
153	Inhibition of cytochrome P450 3A4	CCN(CC)CCN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1	Bioorg. Med. Chem. Lett.	2002.0	CHEMBL86932	=	=	IC50	nM	5000.0	IC50	uM	5.0
154	Inhibition of cytochrome P450 3A4	CC(C)(C)NC(=O)[C@@H]1CN(C(C)(C)c2cc3cnccc3o2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O	Bioorg. Med. Chem. Lett.	2002.0	CHEMBL312238	=	=	IC50	nM	310.0	IC50	uM	0.31
155	Inhibition of cytochrome P450 3A4	Cn1cc(Cc2cn(CC(=O)N(CCN3CCCCC3)Cc3ccc(-c4ccc(C(F)(F)F)cc4)cc3)c(SCc3ccc(F)cc3)nc2=O)cn1	Bioorg. Med. Chem. Lett.	2002.0	CHEMBL314768	=	=	IC50	nM	10000.0	IC50	uM	10.0
156	Inhibition of cytochrome P450 3A4	Cn1cc(Cc2cn(CC(=O)N(CCN3CCCC3)Cc3ccc(-c4ccc(Cl)cc4)cc3)c(SCc3ccc(F)cc3)nc2=O)cn1	Bioorg. Med. Chem. Lett.	2002.0	CHEMBL405981	=	=	IC50	nM	6000.0	IC50	uM	6.0
157	Inhibition of cytochrome P450 3A4	CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O	Bioorg. Med. Chem. Lett.	2002.0	CHEMBL115	=	=	IC50	nM	150.0	IC50	uM	0.15
158	Inhibition of cytochrome P450 3A4	CN(C)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1	Bioorg. Med. Chem. Lett.	2002.0	CHEMBL87792	=	=	IC50	nM	30000.0	IC50	uM	30.0
159	Inhibition of human liver microsome Cytochrome P450 3A4	CC(C)(c1ncc(-c2cnccc2Cl)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1	Bioorg. Med. Chem. Lett.	2003.0	CHEMBL3706622	=	=	IC50	nM	40.0	IC50	uM	0.04
160	Inhibition of human liver microsome Cytochrome P450 3A4	COc1cncc(-c2cnc(C(C)(C)N3CCN(C[C@@H](O)C[C@@H](Cc4ccccc4)C(=O)N[C@H]4c5ccccc5OC[C@H]4O)[C@H](C(=O)NCC(F)(F)F)C3)o2)c1	Bioorg. Med. Chem. Lett.	2003.0	CHEMBL3706615	=	=	IC50	nM	40.0	IC50	uM	0.04
161	Inhibition of human liver microsome Cytochrome P450 3A4	CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O	Bioorg. Med. Chem. Lett.	2003.0	CHEMBL115	=	=	IC50	nM	150.0	IC50	uM	0.15
162	Inhibition of human liver microsome Cytochrome P450 3A4	CC(C)(c1ncc(-c2ccccn2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1	Bioorg. Med. Chem. Lett.	2003.0	CHEMBL3706621	=	=	IC50	nM	5000.0	IC50	uM	5.0
163	Inhibition of human liver microsome Cytochrome P450 3A4	CC(C)(c1ncc(-c2cccnc2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1	Bioorg. Med. Chem. Lett.	2003.0	CHEMBL3706613	=	=	IC50	nM	110.0	IC50	uM	0.11
164	Inhibition of recombinant human Cytochrome P450 3A4	CCCCc1ccc(C)c(N/C=N/O)c1	Bioorg. Med. Chem. Lett.	2001.0	CHEMBL319862	=	=	IC50	nM	94000.0	IC50	uM	94.0
165	Inhibition of human cytochrome P450 3A4	Cc1cc(C)nc(O[C@H](C(=O)O)[C@@]2(c3ccccc3)NCC(=O)N(C)c3ccccc32)n1	J. Med. Chem.	2004.0	CHEMBL330425	>	>	IC50	nM	50000.0	IC50	uM	50.0
166	Inhibition of recombinant human Cytochrome P450 3A4	CC(C)c1ccc(N/C=N/O)cc1	Bioorg. Med. Chem. Lett.	2001.0	CHEMBL101180	>	>	IC50	nM	100000.0	IC50	uM	100.0
167	Inhibition of recombinant human Cytochrome P450 3A4	Cc1ccccc1/N=C/NO	Bioorg. Med. Chem. Lett.	2001.0	CHEMBL103651	>	>	IC50	nM	100000.0	IC50	uM	100.0
168	Inhibition of human cytochrome P450 3A4	Cc1cc(C)cc(O[C@H](C(=O)O)[C@@]2(c3ccccc3)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)c1	J. Med. Chem.	2004.0	CHEMBL96347	=	=	IC50	nM	14000.0	IC50	uM	14.0
169	Inhibition of recombinant human Cytochrome P450 3A4	CCCCCCc1ccc(N/C=N/O)cc1	Bioorg. Med. Chem. Lett.	2001.0	CHEMBL321051	=	=	IC50	nM	50000.0	IC50	uM	50.0
170	Inhibition of recombinant human Cytochrome P450 3A4	Cc1ccc(N/C=N/O)cc1	Bioorg. Med. Chem. Lett.	2001.0	CHEMBL103320	>	>	IC50	nM	100000.0	IC50	uM	100.0
171	Inhibition of recombinant human Cytochrome P450 3A4	Nn1nnc2ccccc21	Bioorg. Med. Chem. Lett.	2001.0	CHEMBL101168	=	=	IC50	nM	450.0	IC50	uM	0.45
172	Inhibition of human cytochrome P450 3A4	CCCCc1cccc([C@]2([C@H](Oc3nc(C)cc(C)n3)C(=O)O)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)c1	J. Med. Chem.	2004.0	CHEMBL330354	=	=	IC50	nM	5000.0	IC50	uM	5.0
173	Inhibition of recombinant human Cytochrome P450 3A4	CCC(C)c1ccc(N/C=N/O)cc1	Bioorg. Med. Chem. Lett.	2001.0	CHEMBL100899	>	>	IC50	nM	100000.0	IC50	uM	100.0
174	Inhibition of recombinant human Cytochrome P450 3A4	CC(C)(C)c1ccc(N/C=N/O)cc1	Bioorg. Med. Chem. Lett.	2001.0	CHEMBL103163	>	>	IC50	nM	100000.0	IC50	uM	100.0
175	Inhibition of recombinant human Cytochrome P450 3A4	CCc1ccc(N/C=N/O)cc1	Bioorg. Med. Chem. Lett.	2001.0	CHEMBL101296	>	>	IC50	nM	100000.0	IC50	uM	100.0
176	Inhibition of recombinant human Cytochrome P450 3A4	CCCCc1ccc(N/C=N/O)cc1	Bioorg. Med. Chem. Lett.	2001.0	CHEMBL103313	=	=	IC50	nM	65000.0	IC50	uM	65.0
177	Inhibition of recombinant human Cytochrome P450 3A4	ON/C=N/c1ccc(Cc2ccccc2)cc1	Bioorg. Med. Chem. Lett.	2001.0	CHEMBL445120	>	>	IC50	nM	100000.0	IC50	uM	100.0
178	Inhibition of recombinant human Cytochrome P450 3A4	CCCCc1ccc(/N=C/NO)c(C)c1	Bioorg. Med. Chem. Lett.	2001.0	CHEMBL267865	=	=	IC50	nM	71000.0	IC50	uM	71.0
179	Inhibition of recombinant human Cytochrome P450 3A4	CCCCc1ccccc1/N=C/NO	Bioorg. Med. Chem. Lett.	2001.0	CHEMBL100917	=	=	IC50	nM	51000.0	IC50	uM	51.0
180	Inhibition of human cytochrome P450 3A4	Cc1cc(C)nc(O[C@H](C(=O)O)[C@@]2(c3ccccc3)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)n1	J. Med. Chem.	2004.0	CHEMBL329477	=	=	IC50	nM	41000.0	IC50	uM	41.0
181	Inhibition of recombinant human Cytochrome P450 3A4	CCCOc1ccc(N/C=N/O)cc1	Bioorg. Med. Chem. Lett.	2001.0	CHEMBL317798	>	>	IC50	nM	100000.0	IC50	uM	100.0
182	Inhibition of human cytochrome P450 3A4	Cc1cc(C)nc(O[C@H](C(=O)O)[C@@]2(c3cccc(-c4ccccc4)c3)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)n1	J. Med. Chem.	2004.0	CHEMBL319754	=	=	IC50	nM	7000.0	IC50	uM	7.0
183	Inhibition of cytochrome P450 3A4	c1cncc(CCCOc2ccc(-n3ccnc3)cc2)c1	Bioorg. Med. Chem. Lett.	2004.0	CHEMBL262968	=	=	IC50	nM	417.0	IC50	nM	417.0
184	Inhibition of cytochrome P450 3A4	CCOC(=O)N1CCN(CCOc2ccc(-n3ccnc3)cc2)CC1	Bioorg. Med. Chem. Lett.	2004.0	CHEMBL114555	>	>	IC50	nM	100000.0	IC50	nM	100000.0
185	Inhibition of cytochrome P450 3A4	c1cn(-c2ccc(OCCN3CCOCC3)cc2)cn1	Bioorg. Med. Chem. Lett.	2004.0	CHEMBL113018	=	=	IC50	nM	5670.0	IC50	nM	5670.0
186	Inhibition of cytochrome P450 3A4	CN(C)CCOc1ccc(-n2ccnc2)cc1	Bioorg. Med. Chem. Lett.	2004.0	CHEMBL325429	>	>	IC50	nM	100000.0	IC50	nM	100000.0
187	Inhibition of cytochrome P450 3A4	c1cc(CCCOc2ccc(-n3ccnc3)cc2)ccn1	Bioorg. Med. Chem. Lett.	2004.0	CHEMBL113227	=	=	IC50	nM	344.0	IC50	nM	344.0
188	Inhibition of cytochrome P450 3A4	CN(C)CCCOc1ccc(-n2ccnc2)cc1	Bioorg. Med. Chem. Lett.	2004.0	CHEMBL114297	=	=	IC50	nM	39000.0	IC50	nM	39000.0
189	Inhibition of cytochrome P450 3A4	c1ccc(CCCOc2ccc(-n3ccnc3)cc2)nc1	Bioorg. Med. Chem. Lett.	2004.0	CHEMBL115876	=	=	IC50	nM	252.0	IC50	nM	252.0
190	Inhibition of cytochrome P450 3A4	CCCCOc1ccc(-n2ccnc2)cc1	Bioorg. Med. Chem. Lett.	2004.0	CHEMBL112532	=	=	IC50	nM	348.0	IC50	nM	348.0
191	Inhibition of cytochrome P450 3A4	CN(C)CCCCCCOc1ccc(-n2ccnc2)cc1	Bioorg. Med. Chem. Lett.	2004.0	CHEMBL113275	=	=	IC50	nM	4460.0	IC50	nM	4460.0
192	Inhibition of cytochrome P450 3A4	c1ccc(COc2ccc(-n3ccnc3)cc2)nc1	Bioorg. Med. Chem. Lett.	2004.0	CHEMBL112592	=	=	IC50	nM	630.0	IC50	nM	630.0
193	Inhibition of cytochrome P450 3A4	CCCCCCOc1ccc(-n2ccnc2)cn1	Bioorg. Med. Chem. Lett.	2004.0	CHEMBL320105	=	=	IC50	nM	76900.0	IC50	nM	76900.0
194	Inhibition of heterologously expressed human cytochrome P450 3A4	CSc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccnc1)CC2	J. Med. Chem.	2000.0	CHEMBL276140	>	>	IC50	nM	100000.0	IC50	uM	100.0
195	Inhibition of heterologously expressed human cytochrome P450 3A4	Cc1cc2c(cc1Cl)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2	J. Med. Chem.	2000.0	CHEMBL14563	>	>	IC50	nM	100000.0	IC50	uM	100.0
196	Inhibition of heterologously expressed human cytochrome P450 3A4	Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2	J. Med. Chem.	2000.0	CHEMBL14460	>	>	IC50	nM	100000.0	IC50	uM	100.0
197	Inhibition of heterologously expressed human cytochrome P450 3A4	COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cc(F)cc(-c3cccnc3)c1)CC2	J. Med. Chem.	2000.0	CHEMBL14276	=	=	IC50	nM	9000.0	IC50	uM	9.0
